rate	id
0.224373779	5075
0.577563249	5077
0.328264289	5079
0.269067797	5081
0.218395203	5083
0.210640365	5085
0.234001769	5087
0.204971718	5089
0.266812363	5091
0.432550981	5093
0.469269704	5095
0.213352685	5097
0.357562635	5099
0.187349236	5101
0.437202712	5103
0.24566817	5105
0.622570351	5107
0.172901921	5109
0.355479841	5111
0.148996429	5113
0.223624971	5115
0.238542891	5117
0.566652719	5119
0.225724695	5121
0.254892151	5125
0.16804773	5127
0.162520281	5129
0.279725417	5131
0.237989816	5133
0.20472879	5135
0.543847814	5123
0.215125746	5137
0.346860081	5139
0.217550274	5141
0.413240695	5143
0.187862009	5145
0.438039216	5147
0.230395993	5149
0.653625596	4001
0.354393121	4003
0.563288744	4005
0.315263109	4007
0.276488818	4009
0.336725254	4011
0.267288582	4012
0.456797129	4013
0.222202752	4015
0.433844503	4017
0.542321531	4019
0.380971164	4021
0.715797936	4023
0.320165984	4025
0.449863834	4027
0.793142475	6001
0.553043478	6003
0.343535436	6005
0.440265462	6007
0.34646727	6009
0.403245375	6011
0.689128114	6013
0.372289285	6015
0.394976913	6017
0.494118211	6019
0.326793901	6021
0.582590082	6023
0.68182798	6025
0.394572286	6027
0.397202894	6029
0.400062016	6031
0.478344193	6033
0.213394742	6035
0.714071865	6037
0.38767767	6039
0.788150008	6041
0.351695393	6043
0.603847836	6045
0.513980669	6047
0.237570706	6049
0.523088863	6051
0.669587074	6053
0.647661724	6055
0.48707078	6057
0.509601544	6059
0.411666622	6061
0.365118913	6063
0.496107441	6065
0.585567434	6067
0.57193262	6069
0.521920295	6071
0.560710166	6073
0.855316936	6075
0.53880958	6077
0.505727473	6079
0.763759178	6081
0.609655105	6083
0.73348019	6085
0.750469126	6087
0.282148469	6089
0.333148559	6091
0.358237548	6093
0.622546727	6095
0.707222967	6097
0.473539941	6099
0.38880673	6101
0.287256831	6103
0.397794741	6105
0.413435408	6107
0.365541922	6109
0.553749663	6111
0.680718251	6113
0.343527401	6115
0.493767309	8001
0.459330144	8003
0.526755853	8005
0.341426612	8007
0.131941149	8009
0.307082452	8011
0.705661018	8013
0.523003588	8014
0.433948541	8015
0.11802974	8017
0.467281273	8019
0.441561713	8021
0.609340659	8023
0.222369292	8025
0.260117493	8027
0.242962607	8029
0.751690767	8031
0.184552846	8033
0.366530358	8035
0.559550661	8037
0.194786156	8039
0.337746949	8041
0.241087751	8043
0.425592525	8045
0.457190823	8047
0.38987431	8049
0.545004839	8051
0.334465195	8053
0.432396607	8055
0.19837587	8057
0.490697156	8059
0.106682298	8061
0.145585386	8063
0.503937008	8065
0.498014452	8067
0.475355472	8069
0.390557299	8071
0.166111574	8073
0.189960833	8075
0.279902773	8077
0.363496933	8079
0.134254992	8081
0.308515662	8083
0.258092074	8085
0.263122476	8087
0.341206828	8089
0.514146638	8091
0.327086384	8093
0.186963979	8095
0.696928853	8097
0.235636802	8099
0.46488222	8101
0.126018626	8103
0.361698251	8105
0.543639268	8107
0.496859993	8109
0.523715415	8111
0.686615634	8113
0.195747801	8115
0.591619451	8117
0.249735971	8119
0.106720827	8121
0.342843262	8123
0.150300172	8125
0.581855274	9001
0.585615915	9003
0.40885112	9005
0.512499717	9007
0.541623106	9009
0.505520891	9011
0.49890358	9013
0.42948149	9015
0.928465919	11001
0.4490997	10001
0.623039913	10003
0.371680496	10005
0.58962504	12001
0.167167959	12003
0.248866909	12005
0.241692842	12007
0.380244769	12009
0.664719744	12011
0.20372507	12013
0.346968014	12015
0.286028396	12017
0.261068229	12019
0.357414739	12021
0.264810427	12023
0.349502834	12027
0.176339906	12029
0.474949502	12031
0.37671906	12033
0.382927212	12035
0.289521906	12037
0.679106844	12039
0.173081492	12041
0.29184845	12043
0.235609287	12045
0.348376445	12047
0.283357529	12049
0.415090942	12051
0.338929249	12053
0.326855162	12055
0.514932647	12057
0.10016459	12059
0.362929772	12061
0.303995809	12063
0.462897527	12065
0.152592593	12067
0.36843871	12069
0.382830413	12071
0.605140694	12073
0.26286983	12075
0.197572079	12077
0.414677173	12079
0.398082018	12081
0.355090695	12083
0.35173371	12085
0.636584344	12086
0.446552293	12087
0.23312633	12089
0.235562355	12091
0.28997946	12093
0.603845731	12095
0.609275545	12097
0.565111414	12099
0.373724119	12101
0.474704997	12103
0.41286272	12105
0.303809874	12107
0.210426389	12113
0.427449247	12115
0.470685498	12117
0.315539035	12109
0.4747497	12111
0.295254994	12119
0.211780455	12121
0.231598233	12123
0.178113473	12125
0.41794594	12127
0.283368092	12129
0.204445901	12131
0.202889447	12133
0.204769385	13001
0.267281106	13003
0.151371571	13005
0.451388889	13007
0.495489891	13009
0.098473942	13011
0.228250312	13013
0.208949902	13015
0.354212392	13017
0.158616486	13019
0.589486859	13021
0.221726794	13023
0.098488465	13025
0.39948947	13027
0.266215229	13029
0.36487102	13031
0.505882353	13033
0.270760789	13035
0.58230351	13037
0.314156707	13039
0.272291722	13043
0.283970373	13045
0.179894379	13047
0.250499002	13049
0.556516654	13051
0.428468208	13053
0.195488722	13055
0.227412587	13057
0.667420456	13059
0.548387097	13061
0.850643238	13063
0.280392959	13065
0.488370953	13067
0.294329303	13069
0.254561507	13071
0.293861972	13073
0.290162305	13075
0.270276441	13077
0.275159977	13079
0.378	13081
0.154697018	13083
0.123630137	13085
0.400859543	13087
0.808227234	13089
0.262473195	13091
0.484880083	13093
0.684568902	13095
0.539893663	13097
0.45273944	13099
0.132765957	13101
0.207351998	13103
0.316860465	13105
0.310410819	13107
0.313714603	13109
0.163209793	13111
0.385099442	13113
0.266481752	13115
0.240736174	13117
0.146683975	13119
0.692273309	13121
0.153779596	13123
0.099280576	13125
0.344819482	13127
0.168488064	13129
0.327092631	13131
0.361680444	13133
0.509562222	13135
0.153955853	13137
0.230319536	13139
0.754479283	13141
0.130246532	13143
0.249023914	13145
0.256326288	13147
0.176652401	13149
0.509011904	13151
0.377105055	13153
0.243235857	13155
0.165169827	13157
0.256648936	13159
0.177048536	13161
0.549322181	13163
0.365194463	13165
0.308527974	13167
0.31619291	13169
0.299273927	13171
0.28137015	13173
0.346410942	13175
0.224443499	13177
0.592650168	13179
0.31	13181
0.330007301	13183
0.396979328	13185
0.179811749	13187
0.630977373	13193
0.202846379	13195
0.381087025	13197
0.399115235	13189
0.389954183	13191
0.413898268	13199
0.24488189	13201
0.444444444	13205
0.281656805	13207
0.237921348	13209
0.281717011	13211
0.1448237	13213
0.579654567	13215
0.500970608	13217
0.276037835	13219
0.275037594	13221
0.278695376	13223
0.47509113	13225
0.141396081	13227
0.123749486	13229
0.142824207	13231
0.202217827	13233
0.306837132	13235
0.291061393	13237
0.441570881	13239
0.181532268	13241
0.55164076	13243
0.649842566	13245
0.617361462	13247
0.210057622	13249
0.403579575	13251
0.331562762	13253
0.360331534	13255
0.188012295	13257
0.594252314	13259
0.503052948	13261
0.617021277	13263
0.607580825	13265
0.243930804	13267
0.380658436	13269
0.346072746	13271
0.542474276	13273
0.38109984	13275
0.304157549	13277
0.256697409	13279
0.179304193	13281
0.318518519	13283
0.372077695	13285
0.366666667	13287
0.486059709	13289
0.162970346	13291
0.317740754	13293
0.175988972	13295
0.204799011	13297
0.282798354	13299
0.563036021	13301
0.497150321	13303
0.19651118	13305
0.422800718	13307
0.307326356	13309
0.142044006	13311
0.261017061	13313
0.286579213	13315
0.412527964	13317
0.442703461	13319
0.243769659	13321
0.636059508	15001
0.614786319	15003
0.624871844	15007
0.64454584	15009
0.29981378	19001
0.271373679	19003
0.352347521	19005
0.297408136	19007
0.319325244	19009
0.341271001	19011
0.506255833	19013
0.394522311	19015
0.400674157	19017
0.391240012	19019
0.34857562	19021
0.290063028	19023
0.273457395	19025
0.316722568	19027
0.275832743	19029
0.381206052	19031
0.434763399	19033
0.270934368	19035
0.355583477	19037
0.332122588	19039
0.262936081	19041
0.355682568	19043
0.443071918	19045
0.289274264	19047
0.416354308	19049
0.252980819	19051
0.324331623	19053
0.322531369	19055
0.437022391	19057
0.297745682	19059
0.464424822	19061
0.288081581	19063
0.373586059	19065
0.397871008	19067
0.303153611	19069
0.269836804	19071
0.354472911	19073
0.27298256	19075
0.304209409	19077
0.357754645	19079
0.27205503	19081
0.329336341	19083
0.287747357	19085
0.311975016	19087
0.371422232	19089
0.248559507	19091
0.220612813	19093
0.349300262	19095
0.376029008	19097
0.378568385	19099
0.462692163	19101
0.66028531	19103
0.377484767	19105
0.260395224	19107
0.297354497	19109
0.389794249	19111
0.510020582	19113
0.332389237	19115
0.287642541	19117
0.144728535	19119
0.312800657	19121
0.24833238	19123
0.311552922	19125
0.430677966	19127
0.273396425	19129
0.350559701	19131
0.274917127	19133
0.273933403	19135
0.262505002	19137
0.434035419	19139
0.17882417	19141
0.172661871	19143
0.258467279	19145
0.298459564	19147
0.220418167	19149
0.251109371	19151
0.523907714	19153
0.363306967	19155
0.440730424	19157
0.280551416	19159
0.246025591	19161
0.474822687	19163
0.262998405	19165
0.127244427	19167
0.512880801	19169
0.369847151	19171
0.251415251	19173
0.332871012	19175
0.239081112	19177
0.372832755	19179
0.385309853	19181
0.363821138	19183
0.246148579	19185
0.365044376	19187
0.335840476	19189
0.466969778	19191
0.375049496	19193
0.361242884	19195
0.317700454	19197
0.386917331	16001
0.19010536	16003
0.309594372	16005
0.087090164	16007
0.186068702	16009
0.175879699	16011
0.598340017	16013
0.20383001	16015
0.305679453	16017
0.201981363	16019
0.181165049	16021
0.130081301	16023
0.183639399	16025
0.231685808	16027
0.089291598	16029
0.12668134	16031
0.155477032	16033
0.185214417	16035
0.176958143	16037
0.212935791	16039
0.07001273	16041
0.113930697	16043
0.154552314	16045
0.179156232	16047
0.145445701	16049
0.085084125	16051
0.198462548	16053
0.245361011	16055
0.445993607	16057
0.180186824	16059
0.169811321	16061
0.205949657	16063
0.076560209	16065
0.169868996	16067
0.280779296	16069
0.088974855	16071
0.150765306	16073
0.156408908	16075
0.253444525	16077
0.2703125	16079
0.434353605	16081
0.214592544	16083
0.357636941	16085
0.174225415	16087
0.240258105	17001
0.44751773	17003
0.276869472	17005
0.3960361	17007
0.203339041	17009
0.368643808	17011
0.289123631	17013
0.331384281	17015
0.319944598	17017
0.557132607	17019
0.260091444	17021
0.239544699	17023
0.161516406	17025
0.228109798	17027
0.337581094	17029
0.743757709	17031
0.231456448	17033
0.186468348	17035
0.477596526	17037
0.255321998	17039
0.240573618	17041
0.538831131	17043
0.228446614	17045
0.130434783	17047
0.176210695	17049
0.190646348	17051
0.224200986	17053
0.254195219	17055
0.39195336	17057
0.243775548	17059
0.21688921	17061
0.35039972	17063
0.19309679	17065
0.223074955	17067
0.196436943	17069
0.330747126	17071
0.364600528	17073
0.193144007	17075
0.47407075	17077
0.181034483	17079
0.262100131	17081
0.245027042	17083
0.398317974	17085
0.188632209	17087
0.513638243	17089
0.406134548	17091
0.460336515	17093
0.452513203	17095
0.572891332	17097
0.397898735	17099
0.213280344	17101
0.361419652	17103
0.265302067	17105
0.272135202	17107
0.385148996	17115
0.298523833	17117
0.393551313	17119
0.254879518	17121
0.302219211	17123
0.312140525	17125
0.234433891	17127
0.408830364	17109
0.426893575	17111
0.454687006	17113
0.281488401	17129
0.363668766	17131
0.289504037	17133
0.27203991	17135
0.321284316	17137
0.23771944	17139
0.337213211	17141
0.483263409	17143
0.250669689	17145
0.295875941	17147
0.189326897	17149
0.175422139	17151
0.330367974	17153
0.371586476	17155
0.243799886	17157
0.206946265	17159
0.512267552	17161
0.227078512	17165
0.422205407	17167
0.283227848	17169
0.204413473	17171
0.208852639	17173
0.504861536	17163
0.27632065	17175
0.385710627	17177
0.324687831	17179
0.280596664	17181
0.331420517	17183
0.212143651	17185
0.387402597	17187
0.196041215	17189
0.126937984	17191
0.193716559	17193
0.436533122	17195
0.502491323	17197
0.271752275	17199
0.465331293	17201
0.261385322	17203
0.21489378	18001
0.378785488	18003
0.303837723	18005
0.235358511	18007
0.257776856	18009
0.317550919	18011
0.318411735	18013
0.219653851	18015
0.265864874	18017
0.367701158	18019
0.204813927	18021
0.23697041	18023
0.288172511	18025
0.167660209	18027
0.204224174	18029
0.191167192	18031
0.234360133	18033
0.404930759	18035
0.270572877	18037
0.317041741	18039
0.236306401	18041
0.374452653	18043
0.197484613	18045
0.178980892	18047
0.234057798	18049
0.240434333	18051
0.278497563	18053
0.212816973	18055
0.372414242	18057
0.247064701	18059
0.257772021	18061
0.300233862	18063
0.255242839	18065
0.305136856	18067
0.219481658	18069
0.219199179	18071
0.249718701	18073
0.237251947	18075
0.321298566	18077
0.21268556	18079
0.26148666	18081
0.243622037	18083
0.197793588	18085
0.217755444	18087
0.583759058	18089
0.439947549	18091
0.220696163	18093
0.346533731	18095
0.58901598	18097
0.266437139	18099
0.183274392	18101
0.205803571	18103
0.593217986	18105
0.222634263	18107
0.193617704	18109
0.242272492	18111
0.231142688	18113
0.235173123	18115
0.250091586	18117
0.228403756	18119
0.21913017	18121
0.381557632	18123
0.216998494	18125
0.438359567	18127
0.282374679	18129
0.24406842	18131
0.228610354	18133
0.23393267	18135
0.193197811	18137
0.211394511	18139
0.291611479	18143
0.236799554	18145
0.287277839	18147
0.477350802	18141
0.269781054	18149
0.257467309	18151
0.246874635	18153
0.255564716	18155
0.439417921	18157
0.211318242	18159
0.217589775	18161
0.393234849	18163
0.30102705	18165
0.402385706	18167
0.224972046	18169
0.214085226	18171
0.306866156	18173
0.232595076	18175
0.325395894	18177
0.196982397	18179
0.258836599	18181
0.217508851	18183
0.26307866	20001
0.202929509	20003
0.304395433	20005
0.127206881	20007
0.180709754	20009
0.220682663	20011
0.214646465	20013
0.239880226	20015
0.233233979	20017
0.127913279	20019
0.233603625	20021
0.133427963	20023
0.120040692	20025
0.17842769	20027
0.194205168	20029
0.181474003	20031
0.119019837	20033
0.28231041	20035
0.351569009	20037
0.121917808	20039
0.197552448	20041
0.173499703	20043
0.623851879	20045
0.159021407	20047
0.127084988	20049
0.22890223	20051
0.196115765	20053
0.30890967	20055
0.273670034	20057
0.265434415	20059
0.360359097	20061
0.112198795	20063
0.146245059	20065
0.184768498	20067
0.127797116	20069
0.129890454	20071
0.172180719	20073
0.13459268	20075
0.154397135	20077
0.344291609	20079
0.175384615	20081
0.123260437	20083
0.259996508	20085
0.304625199	20087
0.12137559	20089
0.451555479	20091
0.169056604	20093
0.181042365	20095
0.108504399	20097
0.282106327	20099
0.125150421	20101
0.339129263	20103
0.147790055	20105
0.168497312	20107
0.110534125	20109
0.379395487	20111
0.21537054	20115
0.231542158	20117
0.255806478	20113
0.122985075	20119
0.268420337	20121
0.166076487	20123
0.219994838	20125
0.228193146	20127
0.125	20129
0.142089552	20131
0.23801008	20133
0.111498258	20135
0.126484018	20137
0.250942849	20139
0.131774102	20141
0.147941382	20143
0.217909301	20145
0.113366526	20147
0.211506902	20149
0.202049396	20151
0.110497238	20153
0.284459229	20155
0.148953301	20157
0.187272218	20159
0.434285714	20161
0.114802355	20163
0.154002714	20165
0.144218551	20167
0.286899934	20169
0.107457156	20171
0.369106501	20173
0.314358001	20175
0.451743428	20177
0.092511013	20179
0.134016555	20181
0.146474677	20183
0.160828025	20185
0.177897574	20187
0.116028063	20189
0.214767221	20191
0.134079816	20193
0.132282385	20195
0.231437126	20197
0.057766367	20199
0.141202839	20201
0.14882227	20203
0.157955198	20205
0.190140845	20207
0.61824004	20209
0.160792416	21001
0.166852195	21003
0.230769231	21005
0.199170124	21007
0.231418827	21009
0.297356347	21011
0.177064031	21013
0.2610947	21015
0.31748379	21017
0.294526244	21019
0.331141708	21021
0.200170358	21023
0.268331006	21025
0.223616657	21027
0.229076479	21029
0.169865471	21031
0.210984595	21033
0.296090779	21035
0.345129618	21037
0.166217776	21039
0.28719813	21041
0.221681114	21043
0.119136378	21045
0.325705741	21047
0.290619403	21049
0.111209701	21051
0.122810956	21053
0.152874133	21055
0.149950996	21057
0.309560238	21059
0.186867723	21061
0.259922726	21063
0.200072228	21065
0.512636652	21067
0.21568	21069
0.24302403	21071
0.449538591	21073
0.325073499	21075
0.224655069	21077
0.190857743	21079
0.19997906	21081
0.199493427	21083
0.185441121	21085
0.15606828	21087
0.254903166	21089
0.289841566	21091
0.323429128	21093
0.127699181	21095
0.261255467	21097
0.238259193	21099
0.340595166	21101
0.255950714	21103
0.208159481	21105
0.212054121	21107
0.087684191	21109
0.540918084	21111
0.263781556	21113
0.130753138	21115
0.336735971	21117
0.216296039	21119
0.146737772	21121
0.200974996	21123
0.13864818	21125
0.173099221	21127
0.166729253	21129
0.089146423	21131
0.16887526	21133
0.148309087	21135
0.195185767	21137
0.19108143	21139
0.252845081	21141
0.263955544	21143
0.31601372	21151
0.229219636	21153
0.330414406	21155
0.220170284	21157
0.091875475	21159
0.273155851	21161
0.291970336	21145
0.115038115	21147
0.216429354	21149
0.247566064	21163
0.251889169	21165
0.226391908	21167
0.211438475	21169
0.12041675	21171
0.27612136	21173
0.211078473	21175
0.250804844	21177
0.309908001	21179
0.27740571	21181
0.200038469	21183
0.312686522	21185
0.212527517	21187
0.145702903	21189
0.193806194	21191
0.202157865	21193
0.173600682	21195
0.256865913	21197
0.150205247	21199
0.219151037	21201
0.136853126	21203
0.373201948	21205
0.133765757	21207
0.319259903	21209
0.305208384	21211
0.284954811	21213
0.20201914	21215
0.225909212	21217
0.218402851	21219
0.235459941	21221
0.232171157	21223
0.214366243	21225
0.350421348	21227
0.252624088	21229
0.179143716	21231
0.213645762	21233
0.150163458	21235
0.285876993	21237
0.365985089	21239
0.205871613	22001
0.22779881	22003
0.301318991	22005
0.360509905	22007
0.303479887	22009
0.158708051	22011
0.446680942	22013
0.253683408	22015
0.505480579	22017
0.313860074	22019
0.167945439	22021
0.087486457	22023
0.272240527	22025
0.423142813	22027
0.368925471	22029
0.382529451	22031
0.523149563	22033
0.625382783	22035
0.421728739	22037
0.282814705	22039
0.273521065	22041
0.13391541	22043
0.329635792	22045
0.518855576	22047
0.286575563	22049
0.405429246	22051
0.215731596	22053
0.309908238	22055
0.202262031	22057
0.092113276	22059
0.380518646	22061
0.120450607	22063
0.579881657	22065
0.434947688	22067
0.429860986	22069
0.808077576	22071
0.359186315	22073
0.316590995	22075
0.405067596	22077
0.322284387	22079
0.438263229	22081
0.328991246	22083
0.174041901	22085
0.313595243	22087
0.326765941	22089
0.562206573	22091
0.531071576	22093
0.610318226	22095
0.430522892	22097
0.321022176	22099
0.351974116	22101
0.22281713	22103
0.322044253	22105
0.522611089	22107
0.242954457	22109
0.247016706	22111
0.187898468	22113
0.160223652	22115
0.305552572	22117
0.345038589	22119
0.423446105	22121
0.150241647	22123
0.38754743	22125
0.258008794	22127
0.539938342	25001
0.674965508	25003
0.518633061	25005
0.729228616	25007
0.584960387	25009
0.641508937	25011
0.550958945	25013
0.662852701	25015
0.6632275	25017
0.647095565	25019
0.612466844	25021
0.506601859	25023
0.794723195	25025
0.517429102	25027
0.23971371	24001
0.477790721	24003
0.565454887	24005
0.854445401	24510
0.383680516	24009
0.282111128	24011
0.286454836	24013
0.299014394	24015
0.635527042	24017
0.4058002	24019
0.451375237	24021
0.174506005	24023
0.352613022	24025
0.640760651	24027
0.455814968	24029
0.758660299	24031
0.893292622	24033
0.296999959	24035
0.397354015	24039
0.34948748	24037
0.419892157	24041
0.316032998	24043
0.421646609	24045
0.34347503	24047
0.415160824	23001
0.382604468	23003
0.601083802	23005
0.427359297	23007
0.503611294	23009
0.443885513	23011
0.540376178	23013
0.477836879	23015
0.391458159	23017
0.409233684	23019
0.3388014	23021
0.49448972	23023
0.350123229	23025
0.46142289	23027
0.383960384	23029
0.489882592	23031
0.280304256	26001
0.368491026	26003
0.325131906	26005
0.33203976	26007
0.327733569	26009
0.300120692	26011
0.331612163	26013
0.300974723	26015
0.408845311	26017
0.401917621	26019
0.410339167	26021
0.287446938	26023
0.410880142	26025
0.312392575	26027
0.352646393	26029
0.315234117	26031
0.348451471	26033
0.317519612	26035
0.406518095	26037
0.308795551	26039
0.348242812	26041
0.298554033	26043
0.440577524	26045
0.371364653	26047
0.523843271	26049
0.304201411	26051
0.399972651	26053
0.407384376	26055
0.344544459	26057
0.24139839	26059
0.385201306	26061
0.288932357	26063
0.608834415	26065
0.311257776	26067
0.325417634	26069
0.339086294	26071
0.449968434	26073
0.370793623	26075
0.533016846	26077
0.255493274	26079
0.452434127	26081
0.368789363	26083
0.363926426	26085
0.282187652	26087
0.45903639	26089
0.364963504	26091
0.325620163	26093
0.264363354	26095
0.342477004	26097
0.420843751	26099
0.395221464	26101
0.48764325	26103
0.360281075	26105
0.339786576	26107
0.328750581	26109
0.369404658	26111
0.214354198	26113
0.362464744	26115
0.296505498	26117
0.256789137	26119
0.475140701	26121
0.274806459	26123
0.517110312	26125
0.3337814	26127
0.291738879	26129
0.343567251	26131
0.255260923	26133
0.257016248	26135
0.283821534	26137
0.318255906	26139
0.332640333	26141
0.328858546	26143
0.471294507	26145
0.253234943	26151
0.329800048	26153
0.368552462	26155
0.314806267	26147
0.316810436	26149
0.286462515	26157
0.399181044	26159
0.683890578	26161
0.667795474	26163
0.290333137	26165
0.341208492	27001
0.410133417	27003
0.304739614	27005
0.40758116	27007
0.283260509	27009
0.337486259	27011
0.433846524	27013
0.275415355	27015
0.468464478	27017
0.39033066	27019
0.311551778	27021
0.319961178	27023
0.309207238	27025
0.44571939	27027
0.26035503	27029
0.569047619	27031
0.294540986	27033
0.308760684	27035
0.482163396	27037
0.293638773	27039
0.287980391	27041
0.292726037	27043
0.352769679	27045
0.379245401	27047
0.369880179	27049
0.319721981	27051
0.638202377	27053
0.394198764	27055
0.300446468	27057
0.270946108	27059
0.381183932	27061
0.273610856	27063
0.2864	27065
0.335643016	27067
0.348286077	27069
0.365277998	27071
0.339243807	27073
0.475432633	27075
0.247982063	27077
0.310957153	27079
0.286475683	27081
0.315359881	27083
0.448408872	27087
0.255527743	27089
0.261056452	27091
0.266431171	27085
0.261682243	27093
0.286453506	27095
0.207425573	27097
0.423267186	27099
0.27897458	27101
0.440214357	27103
0.318086592	27105
0.391089109	27107
0.457459288	27109
0.289276422	27111
0.321690901	27113
0.333600408	27115
0.235823394	27117
0.320587835	27119
0.334604385	27121
0.657335201	27123
0.288615714	27125
0.249405234	27127
0.279915377	27129
0.448117454	27131
0.28562513	27133
0.238959701	27135
0.383142896	27139
0.277420835	27141
0.252879513	27143
0.519225238	27137
0.323795657	27145
0.327678571	27147
0.395514019	27149
0.337962963	27151
0.233004019	27153
0.352317141	27155
0.328629718	27157
0.24427038	27159
0.296273097	27161
0.469648495	27163
0.364916516	27165
0.272339128	27167
0.439656506	27169
0.294068311	27171
0.290119931	27173
0.344776561	29001
0.223741794	29003
0.198677929	29005
0.255600916	29007
0.185565598	29009
0.134018881	29011
0.201595811	29013
0.211185309	29015
0.124360557	29017
0.492990205	29019
0.337710542	29021
0.176183844	29023
0.194244604	29025
0.260783186	29027
0.212153999	29029
0.229640678	29031
0.170832378	29033
0.153413089	29035
0.292142364	29037
0.160879261	29039
0.224129228	29041
0.20546456	29043
0.218335344	29045
0.413614435	29047
0.252231048	29049
0.292718929	29051
0.24222668	29053
0.183870968	29055
0.161225006	29057
0.170833333	29059
0.197885606	29061
0.179520697	29063
0.144290351	29065
0.147659064	29067
0.223188954	29069
0.246558098	29071
0.204056959	29073
0.19947247	29075
0.332264966	29077
0.17675051	29079
0.155893536	29081
0.239066464	29083
0.215391138	29085
0.147359455	29087
0.263656978	29089
0.165374677	29091
0.219014085	29093
0.556761646	29095
0.219286411	29097
0.297690834	29099
0.28093138	29101
0.202999464	29103
0.159345824	29105
0.255896301	29107
0.173803526	29109
0.209568733	29111
0.223719677	29113
0.222361809	29115
0.197409488	29117
0.200290276	29121
0.18898082	29123
0.176522899	29125
0.231979538	29127
0.161423539	29119
0.124209316	29129
0.153320484	29131
0.282284608	29133
0.181698002	29135
0.205690861	29137
0.206120944	29139
0.200567215	29141
0.262921654	29143
0.188183807	29145
0.267930925	29147
0.185463122	29149
0.141000283	29151
0.160853144	29153
0.322987552	29155
0.174072377	29157
0.23951233	29159
0.257365263	29161
0.244881356	29163
0.405544478	29165
0.191844774	29167
0.217064643	29169
0.15029889	29171
0.216103304	29173
0.221456979	29175
0.285002307	29177
0.178100264	29179
0.150416818	29181
0.301460249	29195
0.183135023	29197
0.18546748	29199
0.207260496	29201
0.198770492	29203
0.186346863	29205
0.341957667	29183
0.202159827	29185
0.252893097	29187
0.557834965	29189
0.796582498	29510
0.3002719	29186
0.141060401	29207
0.174507196	29209
0.211755233	29211
0.186631907	29213
0.158024691	29215
0.198927239	29217
0.248319168	29219
0.20756547	29221
0.164865807	29223
0.190113841	29225
0.186424474	29227
0.144199852	29229
0.566644834	28001
0.181584467	28003
0.382198208	28005
0.393123447	28007
0.428678679	28009
0.655443847	28011
0.297207761	28013
0.301279707	28015
0.462484157	28017
0.29800995	28019
0.854096141	28021
0.331388565	28023
0.571787149	28025
0.715664273	28027
0.520997816	28029
0.371672355	28031
0.310705695	28033
0.413099252	28035
0.34866082	28037
0.1030414	28039
0.179530516	28041
0.420034476	28043
0.189530171	28045
0.333123913	28047
0.709251005	28049
0.826117814	28051
0.736871353	28053
0.56509299	28055
0.11417895	28057
0.287847795	28059
0.515706188	28061
0.864731796	28063
0.596440596	28065
0.274265487	28067
0.609398577	28069
0.405661338	28071
0.208610778	28073
0.376635482	28075
0.344604203	28077
0.424253201	28079
